id,lon,lat,height
1036.0,8.383,54.617,-161.0
1037.0,6.748,53.557,-106.4
1109.0,-3.086,58.441,-126.3
113.0,11.142,55.332,-120.9
1197.0,9.987,54.995,-113.5
120.0,11.926,54.573,-126.6
1236.0,11.791,57.685,-144.8
13.0,10.872,53.958,-98.6
179.0,11.218,58.354,-98.1
20.0,3.596,51.442,-77.5
2112.0,11.832,58.093,-109.3
2113.0,11.127,58.997,-97.7
22.0,4.12,51.977,-103.2
23.0,4.745,52.964,-122.8
236.0,5.22,53.363,-107.0
24.0,6.933,53.326,-118.8
25.0,5.409,53.176,-65.3
255.0,1.323,51.114,-148.8
286.0,-0.187,53.63,-97.1
3.0,0.743,51.446,-167.6
302.0,7.555,58.006,-64.0
32.0,4.555,52.462,-128.0
33.0,10.605,59.678,-126.3
350.0,-1.111,50.802,-56.0
361.0,-2.077,57.144,-168.2
413.0,2.917,51.233,-75.5
455.0,1.868,50.969,-63.2
468.0,2.367,51.048,-97.5
47.0,5.73,58.974,-64.6
470.0,3.2,51.35,-93.5
486.0,5.113,61.934,-163.9
489.0,2.733,51.15,-91.9
509.0,6.152,62.469,-190.1
62.0,10.735,59.909,-101.5
7.0,8.717,53.867,-115.3
703.0,8.596,57.119,-135.5
754.0,1.75,52.473,-134.7
76.0,10.224,56.147,-139.0
789.0,10.157,54.372,-98.6
8.0,11.458,53.899,-81.1
80.0,8.441,55.461,-118.2
81.0,9.754,55.561,-115.0
830.0,-1.14,60.154,-115.3
89.0,9.964,57.596,-113.2
9.0,4.25,51.917,-85.5
91.0,10.549,57.436,-124.8
936.0,-2.92,54.032,-143.1
98.0,10.828,55.288,-124.4
