id,lon,lat,height
1036.0,8.383,54.617,-45.0
1037.0,6.748,53.557,-5.4
1109.0,-3.086,58.441,137.7
1113.0,9.856,58.995,-81.2
113.0,11.142,55.332,20.1
1197.0,9.987,54.995,209.5
120.0,11.926,54.573,372.4
1236.0,11.791,57.685,-49.8
13.0,10.872,53.958,128.4
179.0,11.218,58.354,-59.1
20.0,3.596,51.442,58.5
2112.0,11.832,58.093,-70.3
2113.0,11.127,58.997,-103.7
22.0,4.12,51.977,50.8
23.0,4.745,52.964,50.2
236.0,5.22,53.363,76.0
24.0,6.933,53.326,-25.8
25.0,5.409,53.176,50.7
302.0,7.555,58.006,29.0
32.0,4.555,52.462,51.0
33.0,10.605,59.678,-129.3
350.0,-1.111,50.802,218.0
361.0,-2.077,57.144,196.8
413.0,2.917,51.233,41.5
455.0,1.868,50.969,169.8
468.0,2.367,51.048,72.5
47.0,5.73,58.974,95.4
486.0,5.113,61.934,127.1
489.0,2.733,51.15,32.1
509.0,6.152,62.469,94.9
58.0,5.32,60.398,98.8
62.0,10.735,59.909,-150.5
7.0,8.717,53.867,-87.3
703.0,8.596,57.119,-23.5
754.0,1.75,52.473,4.3
76.0,10.224,56.147,9.0
789.0,10.157,54.372,124.4
8.0,11.458,53.899,112.9
80.0,8.441,55.461,-118.2
81.0,9.754,55.561,74.0
830.0,-1.14,60.154,177.7
89.0,9.964,57.596,-117.2
9.0,4.25,51.917,42.5
91.0,10.549,57.436,-99.8
936.0,-2.92,54.032,315.9
95.0,-1.44,55.007,80.3
98.0,10.828,55.288,-14.4
