id,lon,lat,height
1036.0,8.383,54.617,-216.0
1037.0,6.748,53.557,-201.4
1109.0,-3.086,58.441,-120.3
113.0,11.142,55.332,-112.9
120.0,11.926,54.573,-76.6
13.0,10.872,53.958,-48.6
179.0,11.218,58.354,-25.1
20.0,3.596,51.442,-124.5
22.0,4.12,51.977,-169.2
23.0,4.745,52.964,-133.8
236.0,5.22,53.363,-148.0
24.0,6.933,53.326,-189.8
25.0,5.409,53.176,-184.3
255.0,1.323,51.114,-167.8
286.0,-0.187,53.63,-52.1
302.0,7.555,58.006,-52.0
32.0,4.555,52.462,-153.0
33.0,10.605,59.678,-163.3
350.0,-1.111,50.802,-72.0
361.0,-2.077,57.144,-104.2
413.0,2.917,51.233,-129.5
455.0,1.868,50.969,-0.2
47.0,5.73,58.974,-79.6
470.0,3.2,51.35,-101.5
486.0,5.113,61.934,-93.9
509.0,6.152,62.469,-90.1
58.0,5.32,60.398,-89.2
7.0,8.717,53.867,-180.3
754.0,1.75,52.473,-147.7
76.0,10.224,56.147,-88.0
789.0,10.157,54.372,-48.6
8.0,11.458,53.899,-46.1
80.0,8.441,55.461,-151.2
81.0,9.754,55.561,-29.0
830.0,-1.14,60.154,-51.3
89.0,9.964,57.596,-90.2
9.0,4.25,51.917,-142.5
91.0,10.549,57.436,-53.8
936.0,-2.92,54.032,-133.1
95.0,-1.44,55.007,-91.7
98.0,10.828,55.288,-80.4
